REGULATING_AGENCY,WATER_SYSTEM_NUMBER,WATER_SYSTEM_NAME,CLASSIFICATION,POPULATION,SERVICE_CONNECTIONS,COUNTY,CITY,ZIPCODE,VIOLATION_NUMBER,VIOLATION_TYPE_NAME,ANALYTE_NAME,RESULT,MCL,VIOL_BEGIN_DATE,VIOL_END_DATE,ENF_ACTION_NUMBER,ENF_ACTION_ISSUE_DATE,ENF_ACTION_TYPE_ISSUED
DISTRICT 13 - SAN BERNARDINO,CA2610003,BRIDGEPORT PUD,COMMUNITY,850,258,MONO,BRIDGEPORT,93517,9913013,"MCL,  AVERAGE",ARSENIC,0.033 MG/L, ,10/1/14,12/31/14,9913012,3/6/15,FORMAL ENFORCEMENT ACTION ISSUED
DISTRICT 13 - SAN BERNARDINO,CA2610003,BRIDGEPORT PUD,COMMUNITY,850,258,MONO,BRIDGEPORT,93517,9913014,"MCL,  AVERAGE",ARSENIC,0.033 MG/L, ,1/1/15,3/31/15,9913012,3/6/15,FORMAL ENFORCEMENT ACTION ISSUED
DISTRICT 13 - SAN BERNARDINO,CA2610003,BRIDGEPORT PUD,COMMUNITY,850,258,MONO,BRIDGEPORT,93517,9913017,"MCL,  AVERAGE",ARSENIC,0.30 MG/L, ,4/1/15,6/30/15,9913012,3/6/15,FORMAL ENFORCEMENT ACTION ISSUED
DISTRICT 13 - SAN BERNARDINO,CA2610003,BRIDGEPORT PUD,COMMUNITY,850,258,MONO,BRIDGEPORT,93517,9913018,"MCL,  AVERAGE",ARSENIC,0.034 MG/L, ,4/1/16,6/30/16,9913012,3/6/15,FORMAL ENFORCEMENT ACTION ISSUED
DISTRICT 13 - SAN BERNARDINO,CA2610003,BRIDGEPORT PUD,COMMUNITY,850,258,MONO,BRIDGEPORT,93517,9913019,"MCL,  AVERAGE",ARSENIC,0.027 MG/L, ,7/1/15,9/30/15,9913012,3/6/15,FORMAL ENFORCEMENT ACTION ISSUED
DISTRICT 13 - SAN BERNARDINO,CA2610003,BRIDGEPORT PUD,COMMUNITY,850,258,MONO,BRIDGEPORT,93517,9913020,"MCL,  AVERAGE",ARSENIC,0.026 MG/L, ,10/1/15,12/31/15,9913012,3/6/15,FORMAL ENFORCEMENT ACTION ISSUED
DISTRICT 13 - SAN BERNARDINO,CA2610003,BRIDGEPORT PUD,COMMUNITY,850,258,MONO,BRIDGEPORT,93517,9913021,"MCL,  AVERAGE",ARSENIC,0.034 MG/L, ,1/1/16,3/31/16,9913012,3/6/15,FORMAL ENFORCEMENT ACTION ISSUED
DISTRICT 13 - SAN BERNARDINO,CA2610003,BRIDGEPORT PUD,COMMUNITY,850,258,MONO,BRIDGEPORT,93517,9913022,"MCL,  AVERAGE",ARSENIC,0.043 MG/L, ,7/1/16,9/30/16,9913012,3/6/15,FORMAL ENFORCEMENT ACTION ISSUED
DISTRICT 13 - SAN BERNARDINO,CA2610003,BRIDGEPORT PUD,COMMUNITY,850,258,MONO,BRIDGEPORT,93517,9913023,"MCL,  AVERAGE",ARSENIC,0.035 MG/L, ,10/1/16,12/31/16,9913012,3/6/15,FORMAL ENFORCEMENT ACTION ISSUED
DISTRICT 13 - SAN BERNARDINO,CA2610003,BRIDGEPORT PUD,COMMUNITY,850,258,MONO,BRIDGEPORT,93517,9913024,"MCL,  AVERAGE",ARSENIC,0.023 MG/L, ,1/1/17,3/31/17,9913012,3/6/15,FORMAL ENFORCEMENT ACTION ISSUED
DISTRICT 13 - SAN BERNARDINO,CA2610003,BRIDGEPORT PUD,COMMUNITY,850,258,MONO,BRIDGEPORT,93517,9913025,"MCL,  AVERAGE",ARSENIC,0.0245 MG/L, ,4/1/17,6/30/17,9913012,3/6/15,FORMAL ENFORCEMENT ACTION ISSUED
DISTRICT 13 - SAN BERNARDINO,CA2610003,BRIDGEPORT PUD,COMMUNITY,850,258,MONO,BRIDGEPORT,93517,9913026,"MCL,  AVERAGE",ARSENIC,0.024 MG/L, ,7/1/17,9/30/17,9913012,3/6/15,FORMAL ENFORCEMENT ACTION ISSUED
DISTRICT 13 - SAN BERNARDINO,CA2610003,BRIDGEPORT PUD,COMMUNITY,850,258,MONO,BRIDGEPORT,93517,9913027,"MCL,  AVERAGE",ARSENIC,0.023 MG/L, ,10/1/17,12/31/17,9913012,3/6/15,FORMAL ENFORCEMENT ACTION ISSUED
DISTRICT 13 - SAN BERNARDINO,CA2610003,BRIDGEPORT PUD,COMMUNITY,850,258,MONO,BRIDGEPORT,93517,9913028,"MCL,  AVERAGE",ARSENIC,0.017 MG/L, ,1/1/18,3/31/18,9913012,3/6/15,FORMAL ENFORCEMENT ACTION ISSUED
DISTRICT 13 - SAN BERNARDINO,CA2610003,BRIDGEPORT PUD,COMMUNITY,850,258,MONO,BRIDGEPORT,93517,9913029,"MCL,  AVERAGE",ARSENIC,0.0245 MG/L, ,4/1/18,6/30/18,9913012,3/6/15,FORMAL ENFORCEMENT ACTION ISSUED
DISTRICT 13 - SAN BERNARDINO,CA2610003,BRIDGEPORT PUD,COMMUNITY,850,258,MONO,BRIDGEPORT,93517,9913030,"MCL,  AVERAGE",ARSENIC,0.0242 MG/L, ,7/1/18,9/30/18,9913012,3/6/15,FORMAL ENFORCEMENT ACTION ISSUED
LPA57 - MONTEREY COUNTY,CA2700536,CORRAL DE TIERRA ESTATES WC,COMMUNITY,45,16,MONTEREY,SALINAS,93908,1200013,"MCL, SINGLE SAMPLE",ARSENIC,.083 MG/L,0.010 MG/L,4/1/12,6/30/12,1205360,1/22/09,FORMAL ENFORCEMENT ACTION ISSUED
LPA57 - MONTEREY COUNTY,CA2700536,CORRAL DE TIERRA ESTATES WC,COMMUNITY,45,16,MONTEREY,SALINAS,93908,1200013,"MCL, SINGLE SAMPLE",ARSENIC,.083 MG/L,0.010 MG/L,4/1/12,6/30/12,1506102,6/18/15,FORMAL ENFORCEMENT ACTION ISSUED
LPA57 - MONTEREY COUNTY,CA2700536,CORRAL DE TIERRA ESTATES WC,COMMUNITY,45,16,MONTEREY,SALINAS,93908,1200015,"MCL, SINGLE SAMPLE",ARSENIC,.083 MG/L,0.010 MG/L,10/1/12,12/31/12,1205360,1/22/09,FORMAL ENFORCEMENT ACTION ISSUED
LPA57 - MONTEREY COUNTY,CA2700536,CORRAL DE TIERRA ESTATES WC,COMMUNITY,45,16,MONTEREY,SALINAS,93908,1200015,"MCL, SINGLE SAMPLE",ARSENIC,.083 MG/L,0.010 MG/L,10/1/12,12/31/12,1506102,6/18/15,FORMAL ENFORCEMENT ACTION ISSUED
LPA57 - MONTEREY COUNTY,CA2700536,CORRAL DE TIERRA ESTATES WC,COMMUNITY,45,16,MONTEREY,SALINAS,93908,1500020,"MCL, SINGLE SAMPLE",ARSENIC,.072 MG/L,0.010 MG/L,10/1/14,12/31/14,1506102,6/18/15,FORMAL ENFORCEMENT ACTION ISSUED
LPA57 - MONTEREY COUNTY,CA2700536,CORRAL DE TIERRA ESTATES WC,COMMUNITY,45,16,MONTEREY,SALINAS,93908,1500024,"MCL,  AVERAGE",ARSENIC,.072 MG/L,0.010 MG/L,7/1/15,9/30/15,1506103,6/18/15,OTHER INFORMAL ENFORCEMENT ACTION TAKEN
LPA57 - MONTEREY COUNTY,CA2700536,CORRAL DE TIERRA ESTATES WC,COMMUNITY,45,16,MONTEREY,SALINAS,93908,1500024,"MCL,  AVERAGE",ARSENIC,.072 MG/L,0.010 MG/L,7/1/15,9/30/15,1506102,6/18/15,FORMAL ENFORCEMENT ACTION ISSUED
LPA57 - MONTEREY COUNTY,CA2700536,CORRAL DE TIERRA ESTATES WC,COMMUNITY,45,16,MONTEREY,SALINAS,93908,1500025,"MCL,  AVERAGE",ARSENIC,.072 MG/L,0.010 MG/L,4/1/15,6/30/15,1506102,6/18/15,FORMAL ENFORCEMENT ACTION ISSUED
LPA57 - MONTEREY COUNTY,CA2700536,CORRAL DE TIERRA ESTATES WC,COMMUNITY,45,16,MONTEREY,SALINAS,93908,1500025,"MCL,  AVERAGE",ARSENIC,.072 MG/L,0.010 MG/L,4/1/15,6/30/15,1506103,6/18/15,OTHER INFORMAL ENFORCEMENT ACTION TAKEN
LPA57 - MONTEREY COUNTY,CA2700536,CORRAL DE TIERRA ESTATES WC,COMMUNITY,45,16,MONTEREY,SALINAS,93908,1500026,"MCL,  AVERAGE",ARSENIC,.072 MG/L,0.010 MG/L,1/1/15,4/30/15,1506102,6/18/15,FORMAL ENFORCEMENT ACTION ISSUED
LPA57 - MONTEREY COUNTY,CA2700536,CORRAL DE TIERRA ESTATES WC,COMMUNITY,45,16,MONTEREY,SALINAS,93908,1600027,"MCL,  AVERAGE",ARSENIC,.073 MG/L,0.010 MG/L,10/1/15,12/30/15,1506103,6/18/15,OTHER INFORMAL ENFORCEMENT ACTION TAKEN
LPA57 - MONTEREY COUNTY,CA2700536,CORRAL DE TIERRA ESTATES WC,COMMUNITY,45,16,MONTEREY,SALINAS,93908,1600027,"MCL,  AVERAGE",ARSENIC,.073 MG/L,0.010 MG/L,10/1/15,12/30/15,1506102,6/18/15,FORMAL ENFORCEMENT ACTION ISSUED
LPA57 - MONTEREY COUNTY,CA2700536,CORRAL DE TIERRA ESTATES WC,COMMUNITY,45,16,MONTEREY,SALINAS,93908,1600028,"MCL,  AVERAGE",ARSENIC,.077 MG/L,0.010 MG/L,1/1/16,3/31/16,1506102,6/18/15,FORMAL ENFORCEMENT ACTION ISSUED
LPA57 - MONTEREY COUNTY,CA2700536,CORRAL DE TIERRA ESTATES WC,COMMUNITY,45,16,MONTEREY,SALINAS,93908,1600028,"MCL,  AVERAGE",ARSENIC,.077 MG/L,0.010 MG/L,1/1/16,3/31/16,1506103,6/18/15,OTHER INFORMAL ENFORCEMENT ACTION TAKEN
LPA57 - MONTEREY COUNTY,CA2700536,CORRAL DE TIERRA ESTATES WC,COMMUNITY,45,16,MONTEREY,SALINAS,93908,1600029,"MCL,  AVERAGE",ARSENIC,.078 MG/L,.010 MG/L,4/1/16,6/30/16,1506102,6/18/15,FORMAL ENFORCEMENT ACTION ISSUED
LPA57 - MONTEREY COUNTY,CA2700536,CORRAL DE TIERRA ESTATES WC,COMMUNITY,45,16,MONTEREY,SALINAS,93908,1600029,"MCL,  AVERAGE",ARSENIC,.078 MG/L,.010 MG/L,4/1/16,6/30/16,1506103,6/18/15,OTHER INFORMAL ENFORCEMENT ACTION TAKEN
LPA57 - MONTEREY COUNTY,CA2700536,CORRAL DE TIERRA ESTATES WC,COMMUNITY,45,16,MONTEREY,SALINAS,93908,1600030,"MCL,  AVERAGE",ARSENIC,.078 MG/L,.010 MG/L,7/10/16,9/30/16,1506102,6/18/15,FORMAL ENFORCEMENT ACTION ISSUED
LPA57 - MONTEREY COUNTY,CA2700536,CORRAL DE TIERRA ESTATES WC,COMMUNITY,45,16,MONTEREY,SALINAS,93908,1600030,"MCL,  AVERAGE",ARSENIC,.078 MG/L,.010 MG/L,7/10/16,9/30/16,1506103,6/18/15,OTHER INFORMAL ENFORCEMENT ACTION TAKEN
LPA57 - MONTEREY COUNTY,CA2700536,CORRAL DE TIERRA ESTATES WC,COMMUNITY,45,16,MONTEREY,SALINAS,93908,1600031,"MCL,  AVERAGE",ARSENIC,.080 MG/L, ,10/1/16,12/31/16,1506102,6/18/15,FORMAL ENFORCEMENT ACTION ISSUED
LPA57 - MONTEREY COUNTY,CA2700536,CORRAL DE TIERRA ESTATES WC,COMMUNITY,45,16,MONTEREY,SALINAS,93908,1600031,"MCL,  AVERAGE",ARSENIC,.080 MG/L, ,10/1/16,12/31/16,1506103,6/18/15,OTHER INFORMAL ENFORCEMENT ACTION TAKEN
LPA57 - MONTEREY COUNTY,CA2700536,CORRAL DE TIERRA ESTATES WC,COMMUNITY,45,16,MONTEREY,SALINAS,93908,1600032,"MCL,  AVERAGE",ARSENIC,0.080 MG/L,0.010 MG/L,1/1/17,3/30/17,1506103,6/18/15,OTHER INFORMAL ENFORCEMENT ACTION TAKEN
LPA57 - MONTEREY COUNTY,CA2700536,CORRAL DE TIERRA ESTATES WC,COMMUNITY,45,16,MONTEREY,SALINAS,93908,1600032,"MCL,  AVERAGE",ARSENIC,0.080 MG/L,0.010 MG/L,1/1/17,3/30/17,1506102,6/18/15,FORMAL ENFORCEMENT ACTION ISSUED
LPA57 - MONTEREY COUNTY,CA2700536,CORRAL DE TIERRA ESTATES WC,COMMUNITY,45,16,MONTEREY,SALINAS,93908,1600033,"MCL,  AVERAGE",ARSENIC,0.08 MG/L,0.01 MG/L,4/1/17,6/30/17,1506102,6/18/15,FORMAL ENFORCEMENT ACTION ISSUED
LPA57 - MONTEREY COUNTY,CA2700536,CORRAL DE TIERRA ESTATES WC,COMMUNITY,45,16,MONTEREY,SALINAS,93908,1600033,"MCL,  AVERAGE",ARSENIC,0.08 MG/L,0.01 MG/L,4/1/17,6/30/17,1506103,6/18/15,OTHER INFORMAL ENFORCEMENT ACTION TAKEN
LPA57 - MONTEREY COUNTY,CA2700536,CORRAL DE TIERRA ESTATES WC,COMMUNITY,45,16,MONTEREY,SALINAS,93908,1600034,"MCL,  AVERAGE",ARSENIC,.081 MG/L,.010 MG/L,7/1/17,9/30/17,1506103,6/18/15,OTHER INFORMAL ENFORCEMENT ACTION TAKEN
LPA57 - MONTEREY COUNTY,CA2700536,CORRAL DE TIERRA ESTATES WC,COMMUNITY,45,16,MONTEREY,SALINAS,93908,1600034,"MCL,  AVERAGE",ARSENIC,.081 MG/L,.010 MG/L,7/1/17,9/30/17,1506102,6/18/15,FORMAL ENFORCEMENT ACTION ISSUED
LPA57 - MONTEREY COUNTY,CA2700536,CORRAL DE TIERRA ESTATES WC,COMMUNITY,45,16,MONTEREY,SALINAS,93908,1600035,"MCL,  AVERAGE",ARSENIC,.081 MG/L,.010 MG/L,10/1/17,12/31/17,1506103,6/18/15,OTHER INFORMAL ENFORCEMENT ACTION TAKEN
LPA57 - MONTEREY COUNTY,CA2700536,CORRAL DE TIERRA ESTATES WC,COMMUNITY,45,16,MONTEREY,SALINAS,93908,1600035,"MCL,  AVERAGE",ARSENIC,.081 MG/L,.010 MG/L,10/1/17,12/31/17,1506102,6/18/15,FORMAL ENFORCEMENT ACTION ISSUED
LPA57 - MONTEREY COUNTY,CA2700536,CORRAL DE TIERRA ESTATES WC,COMMUNITY,45,16,MONTEREY,SALINAS,93908,1600037,"MCL,  AVERAGE",ARSENIC,.08 MG/L,.01 MG/L,1/1/18,3/31/18,1506102,6/18/15,FORMAL ENFORCEMENT ACTION ISSUED
LPA57 - MONTEREY COUNTY,CA2700536,CORRAL DE TIERRA ESTATES WC,COMMUNITY,45,16,MONTEREY,SALINAS,93908,1600037,"MCL,  AVERAGE",ARSENIC,.08 MG/L,.01 MG/L,1/1/18,3/31/18,1506103,6/18/15,OTHER INFORMAL ENFORCEMENT ACTION TAKEN
LPA57 - MONTEREY COUNTY,CA2700536,CORRAL DE TIERRA ESTATES WC,COMMUNITY,45,16,MONTEREY,SALINAS,93908,1600038,"MCL,  AVERAGE",ARSENIC,.070 MG/L,.010 MG/L,4/1/18,6/30/18,1506102,6/18/15,FORMAL ENFORCEMENT ACTION ISSUED
LPA57 - MONTEREY COUNTY,CA2700536,CORRAL DE TIERRA ESTATES WC,COMMUNITY,45,16,MONTEREY,SALINAS,93908,1600038,"MCL,  AVERAGE",ARSENIC,.070 MG/L,.010 MG/L,4/1/18,6/30/18,1506103,6/18/15,OTHER INFORMAL ENFORCEMENT ACTION TAKEN
LPA57 - MONTEREY COUNTY,CA2700536,CORRAL DE TIERRA ESTATES WC,COMMUNITY,45,16,MONTEREY,SALINAS,93908,1600039,"MCL,  AVERAGE",ARSENIC,.070 MG/L,0.010 MG/L,7/1/18,9/30/18,1506102,6/18/15,FORMAL ENFORCEMENT ACTION ISSUED
LPA57 - MONTEREY COUNTY,CA2700536,CORRAL DE TIERRA ESTATES WC,COMMUNITY,45,16,MONTEREY,SALINAS,93908,1600039,"MCL,  AVERAGE",ARSENIC,.070 MG/L,0.010 MG/L,7/1/18,9/30/18,1506103,6/18/15,OTHER INFORMAL ENFORCEMENT ACTION TAKEN
LPA57 - MONTEREY COUNTY,CA2700665,OAK HEIGHTS W & R CO INC,COMMUNITY,105,35,MONTEREY,SALINAS,93907,1200014,"MCL, SINGLE SAMPLE",NITRATE,48. MG/L,45 MG/L,10/1/12,12/31/12,804361,3/27/08,FORMAL ENFORCEMENT ACTION ISSUED
LPA57 - MONTEREY COUNTY,CA2700665,OAK HEIGHTS W & R CO INC,COMMUNITY,105,35,MONTEREY,SALINAS,93907,1300015,"MCL, SINGLE SAMPLE",NITRATE,59. MG/L,45 MG/L,1/1/13,3/31/13,804361,3/27/08,FORMAL ENFORCEMENT ACTION ISSUED
LPA57 - MONTEREY COUNTY,CA2700665,OAK HEIGHTS W & R CO INC,COMMUNITY,105,35,MONTEREY,SALINAS,93907,1400016,"MCL, SINGLE SAMPLE",NITRATE,52. MG/L,45 MG/L,10/1/13,12/31/13,804361,3/27/08,FORMAL ENFORCEMENT ACTION ISSUED
LPA57 - MONTEREY COUNTY,CA2700665,OAK HEIGHTS W & R CO INC,COMMUNITY,105,35,MONTEREY,SALINAS,93907,1400017,"MCL, SINGLE SAMPLE",NITRATE,49. MG/L,45 MG/L,11/1/13,11/30/13,1405857,12/20/13,INFORMAL ENFORCEMENT ACTION ISSUED
LPA57 - MONTEREY COUNTY,CA2700665,OAK HEIGHTS W & R CO INC,COMMUNITY,105,35,MONTEREY,SALINAS,93907,1400017,"MCL, SINGLE SAMPLE",NITRATE,49. MG/L,45 MG/L,11/1/13,11/30/13,1405858,12/20/13,OTHER INFORMAL ENFORCEMENT ACTION TAKEN
LPA57 - MONTEREY COUNTY,CA2700665,OAK HEIGHTS W & R CO INC,COMMUNITY,105,35,MONTEREY,SALINAS,93907,1400017,"MCL, SINGLE SAMPLE",NITRATE,49. MG/L,45 MG/L,11/1/13,11/30/13,804361,3/27/08,FORMAL ENFORCEMENT ACTION ISSUED
LPA57 - MONTEREY COUNTY,CA2700665,OAK HEIGHTS W & R CO INC,COMMUNITY,105,35,MONTEREY,SALINAS,93907,1400018,"MCL, SINGLE SAMPLE",NITRATE,47. MG/L,45 MG/L,1/1/14,3/31/14,804361,3/27/08,FORMAL ENFORCEMENT ACTION ISSUED
LPA57 - MONTEREY COUNTY,CA2700665,OAK HEIGHTS W & R CO INC,COMMUNITY,105,35,MONTEREY,SALINAS,93907,1400019,"MCL, SINGLE SAMPLE",NITRATE,56. MG/L,45 MG/L,4/1/14,6/30/14,804361,3/27/08,FORMAL ENFORCEMENT ACTION ISSUED
LPA57 - MONTEREY COUNTY,CA2700665,OAK HEIGHTS W & R CO INC,COMMUNITY,105,35,MONTEREY,SALINAS,93907,1500020,"MCL, SINGLE SAMPLE",NITRATE,53. MG/L,45 MG/L,7/1/14,9/30/14,1405858,12/20/13,OTHER INFORMAL ENFORCEMENT ACTION TAKEN
LPA57 - MONTEREY COUNTY,CA2700665,OAK HEIGHTS W & R CO INC,COMMUNITY,105,35,MONTEREY,SALINAS,93907,1500020,"MCL, SINGLE SAMPLE",NITRATE,53. MG/L,45 MG/L,7/1/14,9/30/14,804361,3/27/08,FORMAL ENFORCEMENT ACTION ISSUED
LPA57 - MONTEREY COUNTY,CA2700665,OAK HEIGHTS W & R CO INC,COMMUNITY,105,35,MONTEREY,SALINAS,93907,1600023,"MCL, SINGLE SAMPLE",NITRATE-NITRITE,12. MG/L,10 MG/L,7/1/15,9/30/15,804361,3/27/08,FORMAL ENFORCEMENT ACTION ISSUED
LPA57 - MONTEREY COUNTY,CA2700665,OAK HEIGHTS W & R CO INC,COMMUNITY,105,35,MONTEREY,SALINAS,93907,1600023,"MCL, SINGLE SAMPLE",NITRATE-NITRITE,12. MG/L,10 MG/L,7/1/15,9/30/15,1405858,12/20/13,OTHER INFORMAL ENFORCEMENT ACTION TAKEN
LPA57 - MONTEREY COUNTY,CA2700686,GARLEN COURT WS,COMMUNITY,69,23,MONTEREY,SALINAS,93907,1500016,"MCL, SINGLE SAMPLE",NITRATE,49. MG/L,45 MG/L,1/1/15,3/31/15,1105119,12/15/08,FORMAL ENFORCEMENT ACTION ISSUED
LPA57 - MONTEREY COUNTY,CA2700686,GARLEN COURT WS,COMMUNITY,69,23,MONTEREY,SALINAS,93907,1500016,"MCL, SINGLE SAMPLE",NITRATE,49. MG/L,45 MG/L,1/1/15,3/31/15,804334,5/6/08,FORMAL ENFORCEMENT ACTION ISSUED
LPA57 - MONTEREY COUNTY,CA2700686,GARLEN COURT WS,COMMUNITY,69,23,MONTEREY,SALINAS,93907,1500017,"MCL, SINGLE SAMPLE",NITRATE,11 MG/L,10 MG/L,7/1/17,9/30/17,1105119,12/15/08,FORMAL ENFORCEMENT ACTION ISSUED
LPA57 - MONTEREY COUNTY,CA2700686,GARLEN COURT WS,COMMUNITY,69,23,MONTEREY,SALINAS,93907,1500018,"MCL,  AVERAGE",NITRATE,11 MG/L,10 MG/L,10/1/17,12/31/17,1105119,12/15/08,FORMAL ENFORCEMENT ACTION ISSUED
LPA57 - MONTEREY COUNTY,CA2700738,SAN MIGUEL WS #01,COMMUNITY,100,34,MONTEREY,ROYAL OAKS,95076,1200044,"MCL,  AVERAGE",NITRATE,63 MG/L,45 MG/L,1/1/12,3/31/12,603352,3/1/06,FORMAL ENFORCEMENT ACTION ISSUED
LPA57 - MONTEREY COUNTY,CA2700738,SAN MIGUEL WS #01,COMMUNITY,100,34,MONTEREY,ROYAL OAKS,95076,1200045,"MCL, SINGLE SAMPLE",NITRATE,73. MG/L,45 MG/L,4/1/12,6/30/12,603352,3/1/06,FORMAL ENFORCEMENT ACTION ISSUED
LPA57 - MONTEREY COUNTY,CA2700738,SAN MIGUEL WS #01,COMMUNITY,100,34,MONTEREY,ROYAL OAKS,95076,1200047,"MCL, SINGLE SAMPLE",NITRATE,73. MG/L,45 MG/L,10/1/12,12/31/12,603352,3/1/06,FORMAL ENFORCEMENT ACTION ISSUED
LPA57 - MONTEREY COUNTY,CA2700738,SAN MIGUEL WS #01,COMMUNITY,100,34,MONTEREY,ROYAL OAKS,95076,1300046,"MCL, SINGLE SAMPLE",NITRATE,79. MG/L,45 MG/L,7/1/12,9/30/12,603352,3/1/06,FORMAL ENFORCEMENT ACTION ISSUED
LPA57 - MONTEREY COUNTY,CA2700738,SAN MIGUEL WS #01,COMMUNITY,100,34,MONTEREY,ROYAL OAKS,95076,1300048,"MCL, SINGLE SAMPLE",NITRATE,74. MG/L,45 MG/L,1/1/13,3/31/13,703734,11/8/06,OTHER INFORMAL ENFORCEMENT ACTION TAKEN
LPA57 - MONTEREY COUNTY,CA2700738,SAN MIGUEL WS #01,COMMUNITY,100,34,MONTEREY,ROYAL OAKS,95076,1300048,"MCL, SINGLE SAMPLE",NITRATE,74. MG/L,45 MG/L,1/1/13,3/31/13,603352,3/1/06,FORMAL ENFORCEMENT ACTION ISSUED
LPA57 - MONTEREY COUNTY,CA2700738,SAN MIGUEL WS #01,COMMUNITY,100,34,MONTEREY,ROYAL OAKS,95076,1300049,"MCL, SINGLE SAMPLE",NITRATE,72. MG/L,45 MG/L,4/1/13,6/30/13,603352,3/1/06,FORMAL ENFORCEMENT ACTION ISSUED
LPA57 - MONTEREY COUNTY,CA2700738,SAN MIGUEL WS #01,COMMUNITY,100,34,MONTEREY,ROYAL OAKS,95076,1300049,"MCL, SINGLE SAMPLE",NITRATE,72. MG/L,45 MG/L,4/1/13,6/30/13,301883,2/5/15,OTHER INFORMAL ENFORCEMENT ACTION TAKEN
LPA57 - MONTEREY COUNTY,CA2700738,SAN MIGUEL WS #01,COMMUNITY,100,34,MONTEREY,ROYAL OAKS,95076,1400050,"MCL, SINGLE SAMPLE",NITRATE,68. MG/L,45 MG/L,7/1/13,9/30/13,301883,2/5/15,OTHER INFORMAL ENFORCEMENT ACTION TAKEN
LPA57 - MONTEREY COUNTY,CA2700738,SAN MIGUEL WS #01,COMMUNITY,100,34,MONTEREY,ROYAL OAKS,95076,1400050,"MCL, SINGLE SAMPLE",NITRATE,68. MG/L,45 MG/L,7/1/13,9/30/13,603352,3/1/06,FORMAL ENFORCEMENT ACTION ISSUED
LPA57 - MONTEREY COUNTY,CA2700738,SAN MIGUEL WS #01,COMMUNITY,100,34,MONTEREY,ROYAL OAKS,95076,1400051,"MCL, SINGLE SAMPLE",NITRATE,76. MG/L,45 MG/L,10/1/13,12/31/13,703734,11/8/06,OTHER INFORMAL ENFORCEMENT ACTION TAKEN
LPA57 - MONTEREY COUNTY,CA2700738,SAN MIGUEL WS #01,COMMUNITY,100,34,MONTEREY,ROYAL OAKS,95076,1400051,"MCL, SINGLE SAMPLE",NITRATE,76. MG/L,45 MG/L,10/1/13,12/31/13,603352,3/1/06,FORMAL ENFORCEMENT ACTION ISSUED
LPA57 - MONTEREY COUNTY,CA2700738,SAN MIGUEL WS #01,COMMUNITY,100,34,MONTEREY,ROYAL OAKS,95076,1400052,"MCL, SINGLE SAMPLE",NITRATE,86. MG/L,45 MG/L,1/1/14,3/31/14,603352,3/1/06,FORMAL ENFORCEMENT ACTION ISSUED
LPA57 - MONTEREY COUNTY,CA2700738,SAN MIGUEL WS #01,COMMUNITY,100,34,MONTEREY,ROYAL OAKS,95076,1400053,"MCL, SINGLE SAMPLE",NITRATE,65. MG/L,45 MG/L,4/1/14,6/30/14,301883,2/5/15,OTHER INFORMAL ENFORCEMENT ACTION TAKEN
LPA57 - MONTEREY COUNTY,CA2700738,SAN MIGUEL WS #01,COMMUNITY,100,34,MONTEREY,ROYAL OAKS,95076,1400053,"MCL, SINGLE SAMPLE",NITRATE,65. MG/L,45 MG/L,4/1/14,6/30/14,603352,3/1/06,FORMAL ENFORCEMENT ACTION ISSUED
LPA57 - MONTEREY COUNTY,CA2700738,SAN MIGUEL WS #01,COMMUNITY,100,34,MONTEREY,ROYAL OAKS,95076,1500054,"MCL, SINGLE SAMPLE",NITRATE,86. MG/L,45 MG/L,7/1/14,9/30/14,603352,3/1/06,FORMAL ENFORCEMENT ACTION ISSUED
LPA57 - MONTEREY COUNTY,CA2700738,SAN MIGUEL WS #01,COMMUNITY,100,34,MONTEREY,ROYAL OAKS,95076,1500054,"MCL, SINGLE SAMPLE",NITRATE,86. MG/L,45 MG/L,7/1/14,9/30/14,703734,11/8/06,OTHER INFORMAL ENFORCEMENT ACTION TAKEN
LPA57 - MONTEREY COUNTY,CA2700738,SAN MIGUEL WS #01,COMMUNITY,100,34,MONTEREY,ROYAL OAKS,95076,1500055,"MCL, SINGLE SAMPLE",NITRATE,90. MG/L,45 MG/L,1/1/15,3/31/15,603352,3/1/06,FORMAL ENFORCEMENT ACTION ISSUED
LPA57 - MONTEREY COUNTY,CA2700738,SAN MIGUEL WS #01,COMMUNITY,100,34,MONTEREY,ROYAL OAKS,95076,1500056,"MCL, SINGLE SAMPLE",NITRATE,96. MG/L,45 MG/L,4/1/15,6/30/15,603352,3/1/06,FORMAL ENFORCEMENT ACTION ISSUED
LPA57 - MONTEREY COUNTY,CA2700738,SAN MIGUEL WS #01,COMMUNITY,100,34,MONTEREY,ROYAL OAKS,95076,1600057,"MCL, SINGLE SAMPLE",NITRATE,18. MG/L,10 MG/L,7/1/15,9/30/15,603352,3/1/06,FORMAL ENFORCEMENT ACTION ISSUED
LPA57 - MONTEREY COUNTY,CA2700738,SAN MIGUEL WS #01,COMMUNITY,100,34,MONTEREY,ROYAL OAKS,95076,9800005,"MCL, SINGLE SAMPLE",NITRATE,16 MG/L,10 MG/L,10/1/15,12/31/15,603352,3/1/06,FORMAL ENFORCEMENT ACTION ISSUED
